"","id","name","price","longitude","latitude","review_scores_rating","host_listings_count","neighbourhood_cleansed","property_type","room_type","bedrooms","beds","log_price","log_score","log_house","log_bed","log_bedroom"
"1104",32894516,"★ The Elephant Room | Close to Subway + Downtown ★",89,-71.06728,42.28995,4.9,5,"Dorchester","Private room in residential home","Private room",1,1,4.48863636973214,1.58923520511658,1.6094379124341,0,0
"1105",32895915,"★ The Map Room | Close to Subway + Downtown ★",89,-71.0672,42.28862,4.97,5,"Dorchester","Private room in residential home","Private room",1,1,4.48863636973214,1.60341984010854,1.6094379124341,0,0
"1106",32915410,"1 bedroom apartment in South End",84,-71.08442,42.3366,4.64,7,"Roxbury","Entire rental unit","Entire home/apt",1,2,4.43081679884331,1.53471436623816,1.94591014905531,0.693147180559945,0
"1107",32940171,"Alaska Street R44",78,-71.07945,42.32213,5,7,"Roxbury","Private room in residential home","Private room",1,1,4.35670882668959,1.6094379124341,1.94591014905531,0,0
"1108",33013194,"Bright, cozy bedroom (Freedom Trail)",46,-71.06785,42.32372,4.74,4,"Roxbury","Private room in rental unit","Private room",1,1,3.8286413964891,1.55603713570699,1.38629436111989,0,0
"1109",33016886,"En suite w/ King bed (Boston Common)",62,-71.06952,42.32346,4.83,4,"Roxbury","Private room in rental unit","Private room",1,1,4.12713438504509,1.57484646766448,1.38629436111989,0,0
"1110",33017230,"Large bedroom w/ king size bed (Boston Tea Party)",56,-71.06829,42.32163,4.84,4,"Roxbury","Private room in rental unit","Private room",1,1,4.02535169073515,1.57691472072854,1.38629436111989,0,0
"1111",33038623,"DOWNTOWN BOSTON / UMASS JFK/ PRIVATE BEDROOM",75,-71.05708,42.31122,5,7,"Dorchester","Private room in residential home","Private room",1,1,4.31748811353631,1.6094379124341,1.94591014905531,0,0
"1112",33158116,"Large Sunny room w/ King bed (Boston Harbor Room)",56,-71.0701,42.32359,4.81,4,"Roxbury","Private room in rental unit","Private room",1,1,4.02535169073515,1.57069708411767,1.38629436111989,0,0
"1113",33162602,"Comfort Inn in my home 2nd bedroom",75,-71.07504,42.31507,4.69,2,"Roxbury","Private room in residential home","Private room",1,1,4.31748811353631,1.54543258245819,0.693147180559945,0,0
"1114",33196944,"605 Perfect Studio, Walk To Park & T",109,-71.06271,42.35409,4.2,14,"Downtown","Entire rental unit","Entire home/apt",1,2,4.69134788222914,1.43508452528932,2.63905732961526,0.693147180559945,0
"1115",33253369,"Brighton, MA Guesthouse for rent, Unit 1B (1st Fl)",53,-71.15697,42.35728,5,5,"Brighton","Private room in residential home","Private room",1,1,3.97029191355212,1.6094379124341,1.6094379124341,0,0
"1116",33317621,"DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE ROOM",75,-71.05695,42.31226,3.33,7,"Dorchester","Private room in residential home","Private room",1,1,4.31748811353631,1.20297230399235,1.94591014905531,0,0
"1117",33318392,"DOWNTOWN BOSTON/ UMASS BOSTON/ PRIVATE BEDROOM",75,-71.0556,42.31092,3.78,7,"Dorchester","Private room in residential home","Private room",1,1,4.31748811353631,1.3297240096315,1.94591014905531,0,0
"1118",33319774,"DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM",75,-71.05693,42.31273,3.17,7,"Dorchester","Private room in residential home","Private room",1,1,4.31748811353631,1.15373158788919,1.94591014905531,0,0
"1119",33345730,"New 2 Bed - Heart of Downtown - Hynes / Prudential",250,-71.08385,42.34449,4.6,12,"Back Bay","Entire rental unit","Entire home/apt",2,2,5.52146091786225,1.52605630349505,2.484906649788,0.693147180559945,0.693147180559945
"1120",33347860,"DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM",89,-71.05532,42.31199,4.14,7,"Dorchester","Private room in residential home","Private room",1,1,4.48863636973214,1.42069578783722,1.94591014905531,0,0
"1121",33348585,"DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM",75,-71.05528,42.31232,4.13,7,"Dorchester","Private room in residential home","Private room",1,1,4.31748811353631,1.41827740697294,1.94591014905531,0,0
"1122",33350922,"DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM",75,-71.05688,42.31095,2.33,7,"Dorchester","Private room in residential home","Private room",1,1,4.31748811353631,0.845868267577609,1.94591014905531,0,0
"1123",33351261,"DOWNTOWN BOSTON / UMASS  BOSTON / PRIVATE BEDROOM",75,-71.05639,42.31061,4,7,"Dorchester","Private room in residential home","Private room",1,1,4.31748811353631,1.38629436111989,1.94591014905531,0,0
"1124",33351298,"Standard King Room",365,-71.13637,42.36417,4.77,6,"Brighton","Room in hotel","Hotel room",1,1,5.89989735358249,1.56234630490025,1.79175946922805,0,0
"1125",33351516,"Standard Queen Room with Two Queen Beds",375,-71.13637,42.36417,4.5,6,"Brighton","Room in hotel","Hotel room",1,2,5.92692602597041,1.50407739677627,1.79175946922805,0.693147180559945,0
"1126",33352066,"Signature Suite",415,-71.13637,42.36417,5,6,"Brighton","Room in hotel","Hotel room",1,1,6.0282785202307,1.6094379124341,1.79175946922805,0,0
"1127",33352469,"ONE BEDROOM SUITE",490,-71.0697,42.35104,5,12,"Downtown","Room in hotel","Hotel room",1,1,6.19440539110467,1.6094379124341,2.484906649788,0,0
"1128",33352471,"SUPERIOR TWO DOUBLES",397,-71.07212,42.3507,4.64,12,"Back Bay","Room in hotel","Hotel room",1,2,5.98393628068719,1.53471436623816,2.484906649788,0.693147180559945,0
"1129",33352473,"DELUXE ROOM",382,-71.0697,42.35104,4.65,12,"Downtown","Room in hotel","Hotel room",1,1,5.94542060860658,1.53686721959926,2.484906649788,0,0
"1130",33352475,"STUDIO SUITE",482,-71.0697,42.35104,4.8,12,"Downtown","Room in hotel","Hotel room",1,1,6.1779441140506,1.56861591791385,2.484906649788,0,0
"1131",33417746,"Walk to the city or beach 4",45,-71.05873,42.31876,4.61,5,"Dorchester","Private room in residential home","Private room",1,1,3.80666248977032,1.52822785700856,1.6094379124341,0,0
"1132",33426419,"Great location to go anywhere in Boston!!",61,-71.08168,42.33119,4.82,7,"Roxbury","Private room in rental unit","Private room",3,3,4.11087386417331,1.57277392806251,1.94591014905531,1.09861228866811,1.09861228866811
"1133",33446838,"Private room 2nd Floor",100,-71.00456,42.39072,5,4,"East Boston","Private room in residential home","Private room",1,1,4.60517018598809,1.6094379124341,1.38629436111989,0,0
"1134",33467259,"The Strathmore 2 w/AC |  Huge 3BR  2BA Bilevel Apt w/En-Suite HdTV's | One block to Greenline and short walk to Cleveland Circle and BC!",123,-71.15122,42.33931,5,28,"Brighton","Entire rental unit","Entire home/apt",3,3,4.81218435537242,1.6094379124341,3.3322045101752,1.09861228866811,1.09861228866811
"1135",33487000,"Large Room",100,-71.15394,42.34408,5,5,"Brighton","Private room in rental unit","Private room",1,1,4.60517018598809,1.6094379124341,1.6094379124341,0,0
"1136",33530646,"Hotel -Style Luxury Suite - North End",193,-71.05411,42.36632,4.9,2,"North End","Entire rental unit","Entire home/apt",1,1,5.26269018890489,1.58923520511658,0.693147180559945,0,0
"1137",33532677,"Beautiful one bedroom condo, open to offers",200,-71.03719,42.33311,3,3,"South Boston","Entire rental unit","Entire home/apt",1,1,5.29831736654804,1.09861228866811,1.09861228866811,0,0
"1138",33549373,"Cozy & comfy in-law suite with Boston skyline view",185,-71.07405,42.31691,4.85,2,"Roxbury","Entire guest suite","Entire home/apt",2,3,5.22035582507832,1.57897870494939,0.693147180559945,1.09861228866811,0.693147180559945
"1139",33552900,"Renovated & Sparkling Clean 3BR Near Harvard Sq",175,-71.14224,42.35941,5,1,"Brighton","Entire rental unit","Entire home/apt",3,3,5.16478597392351,1.6094379124341,0,1.09861228866811,1.09861228866811
"1140",33561740,"Home away from home",57,-71.07781,42.30063,4.78,2,"Dorchester","Private room in residential home","Private room",1,1,4.04305126783455,1.56444054650336,0.693147180559945,0,0
"1141",33586214,"ROOM in Shared Decorator's Gorgeous home",85,-71.10952,42.31998,4.88,2,"Jamaica Plain","Private room in residential home","Private room",4,4,4.44265125649032,1.58514521986506,0.693147180559945,1.38629436111989,1.38629436111989
"1142",33672980,"JETÉ SPACE",120,-71.07202,42.29137,4,1,"Dorchester","Private room in rental unit","Private room",1,1,4.78749174278205,1.38629436111989,0,0,0
"1143",33682929,"Perfect for the Summer w/ cool A/C near Red Line",45,-71.06703,42.28983,5,8,"Dorchester","Private room in condominium (condo)","Private room",1,1,3.80666248977032,1.6094379124341,2.07944154167984,0,0
"1144",33711194,"Luxury Condo in Desired Savin Hill - Next to Beach",99,-71.05081,42.31213,4.96,1,"Dorchester","Entire condominium (condo)","Entire home/apt",1,2,4.59511985013459,1.60140574073684,0,0.693147180559945,0
"1145",33855934,"Large room 2",90,-71.15257,42.34261,5,5,"Brighton","Private room in rental unit","Private room",1,1,4.49980967033027,1.6094379124341,1.6094379124341,0,0
"1146",33878316,"Private Bedroom near Harvard Stadium",79,-71.1278,42.36009,4.68,2,"Allston","Private room in residential home","Private room",1,1,4.36944785246702,1.54329810992956,0.693147180559945,0,0
"1147",33966889,"Penthouse Getaway",120,-71.0669,42.29302,4.83,2,"Dorchester","Entire rental unit","Entire home/apt",2,2,4.78749174278205,1.57484646766448,0.693147180559945,0.693147180559945,0.693147180559945
"1148",34020206,"Private, Quiet, Comfy, Clean Apartment in Boston",175,-71.07626,42.32385,5,1,"Roxbury","Entire rental unit","Entire home/apt",2,2,5.16478597392351,1.6094379124341,0,0.693147180559945,0.693147180559945
"1149",34020828,"Boston Lavish Living",158,-71.06739,42.29461,4.77,2,"Dorchester","Entire rental unit","Entire home/apt",3,3,5.06259503302697,1.56234630490025,0.693147180559945,1.09861228866811,1.09861228866811
"1150",34040798,"Luxury Boston Apartment",320,-71.11181,42.32601,4.38,11,"Jamaica Plain","Entire rental unit","Entire home/apt",2,3,5.76832099579377,1.47704872438835,2.39789527279837,1.09861228866811,0.693147180559945
"1151",34061048,"Luxury Boston Apartment",480,-71.11056,42.32603,4.78,11,"Jamaica Plain","Entire rental unit","Entire home/apt",2,3,6.17378610390194,1.56444054650336,2.39789527279837,1.09861228866811,0.693147180559945
"1152",34096297,"NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 1",99,-71.13227,42.36138,4.64,15,"Allston","Private room in residential home","Private room",1,4,4.59511985013459,1.53471436623816,2.70805020110221,1.38629436111989,0
"1153",34149470,"Pefect Studio With Flexible Cancellations! 3-31",70,-71.06874,42.34737,4.48,20,"South End","Private room in rental unit","Private room",1,1,4.24849524204936,1.49962304642689,2.99573227355399,0,0
"1154",34149872,"L 3-33 Stylish Private Studio in Boston!",107,-71.0702,42.34756,4.43,20,"South End","Entire rental unit","Entire home/apt",1,1,4.67282883446191,1.48839958405704,2.99573227355399,0,0
"1155",34212295,"NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 2",99,-71.13114,42.35929,4.72,15,"Allston","Private room in residential home","Private room",1,1,4.59511985013459,1.55180879959746,2.70805020110221,0,0
"1156",34212710,"NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 3",99,-71.13064,42.36112,4.6,15,"Allston","Private room in residential home","Private room",1,1,4.59511985013459,1.52605630349505,2.70805020110221,0,0
"1157",34212943,"NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 4",99,-71.13264,42.36013,4.73,15,"Allston","Private room in residential home","Private room",1,1,4.59511985013459,1.55392520250384,2.70805020110221,0,0
"1158",34283601,"Up to 6 by Boston Harbor & Airport, 2min to Subway",125,-71.03691,42.36791,4.66,1,"East Boston","Entire rental unit","Entire home/apt",2,3,4.8283137373023,1.53901544813755,0,1.09861228866811,0.693147180559945
"1159",34342016,"Quiet Pondside Room Near Boston College",60,-71.16773,42.34293,5,1,"Brighton","Private room in condominium (condo)","Private room",1,1,4.0943445622221,1.6094379124341,0,0,0
"1160",34422276,"🎖The Boiler Room | Close to Subway + Downtown",96,-71.06925,42.28986,4.93,5,"Dorchester","Entire rental unit","Entire home/apt",1,1,4.56434819146784,1.5953389880546,1.6094379124341,0,0
"1161",34670613,"CAILLOU ESTATES",150,-71.10454,42.26595,4,3,"Hyde Park","Private room in residential home","Private room",1,1,5.01063529409626,1.38629436111989,1.09861228866811,0,0
"1162",34685709,"🏆unique Treetop sanctuary City mansion cozy escape",221,-71.05873,42.3175,4.82,4,"Dorchester","Entire rental unit","Entire home/apt",2,6,5.39816270151775,1.57277392806251,1.38629436111989,1.79175946922805,0.693147180559945
"1163",34709924,"DELUXE TWO QUEENS",431,-71.0697,42.35104,4,12,"Downtown","Room in hotel","Hotel room",1,2,6.06610809010375,1.38629436111989,2.484906649788,0.693147180559945,0
"1164",34718744,"Vibrant South End condo",200,-71.07948,42.3403,5,1,"South End","Entire condominium (condo)","Entire home/apt",2,2,5.29831736654804,1.6094379124341,0,0.693147180559945,0.693147180559945
"1165",34782422,"Entire Townhouse! 2Bed / 2Bath with Cozy Firepit",449,-71.06744,42.38349,4.84,1,"Charlestown","Entire rental unit","Entire home/apt",2,2,6.10702288774225,1.57691472072854,0,0.693147180559945,0.693147180559945
"1166",34806841,"Furnished Housing | Private Bedroom | Co-Living 2D",52,-71.09557,42.32504,4.5,69,"Roxbury","Private room in rental unit","Private room",1,1,3.95124371858143,1.50407739677627,4.23410650459726,0,0
"1167",34936983,"Beacon Hill Home",90,-71.06602,42.35923,5,2,"Beacon Hill","Entire condominium (condo)","Entire home/apt",1,2,4.49980967033027,1.6094379124341,0.693147180559945,0.693147180559945,0
"1168",35001266,"Renovated One Bedroom Apartment Allston, MA.",109,-71.14026,42.35157,4.97,2,"Allston","Entire rental unit","Entire home/apt",1,3,4.69134788222914,1.60341984010854,0.693147180559945,1.09861228866811,0
"1169",35003138,"Flexible Housing | Co-Live by Thatch | 139 #2C",67,-71.09781,42.32586,5,69,"Roxbury","Private room in rental unit","Private room",1,1,4.20469261939097,1.6094379124341,4.23410650459726,0,0
"1170",35003565,"Pvt. Bedroom | Co-Live by Thatch | 139 #2A",50,-71.09594,42.32423,4,69,"Roxbury","Private room in rental unit","Private room",1,0,3.91202300542815,1.38629436111989,4.23410650459726,0,0
"1171",35004296,"Pvt. Bedroom | Co-Live by Thatch | 65 BG #B",54,-71.09434,42.32336,5,69,"Roxbury","Private room in residential home","Private room",1,1,3.98898404656427,1.6094379124341,4.23410650459726,0,0
"1172",35004562,"Pvt. Bedroom | Co-Live by Thatch | 65 BG #D",56,-71.09593,42.32351,5,69,"Roxbury","Private room in rental unit","Private room",1,1,4.02535169073515,1.6094379124341,4.23410650459726,0,0
"1173",35027638,"Private Bedroom & Bath in Brand New Luxury Condo",199,-71.02861,42.38097,4.94,1,"East Boston","Private room in rental unit","Private room",1,1,5.29330482472449,1.59736533119983,0,0,0
"1174",35038113,"Printing Press Loft",145,-71.11294,42.30585,5,1,"Jamaica Plain","Entire guest suite","Entire home/apt",1,2,4.97673374242057,1.6094379124341,0,0.693147180559945,0
"1175",35077924,"*FortHill Special! Clean Comfy & Cozy Guest Suite1",80,-71.09491,42.32232,5,3,"Roxbury","Private room in residential home","Private room",1,1,4.38202663467388,1.6094379124341,1.09861228866811,0,0
"1176",35079257,"*FortHill Special! Clean Comfy & Cozy Guest Suite3",81,-71.09292,42.32296,5,3,"Roxbury","Private room in residential home","Private room",1,1,4.39444915467244,1.6094379124341,1.09861228866811,0,0
"1177",35080086,"*FortHill Special! Clean Comfy & Cozy Guest Suite2",105,-71.0952,42.32363,5,3,"Roxbury","Private room in residential home","Private room",1,1,4.65396035015752,1.6094379124341,1.09861228866811,0,0
"1178",35084086,"3D south end, sunny room near T/BU Medical",69,-71.07155,42.33863,4.38,29,"South End","Private room in rental unit","Private room",1,1,4.23410650459726,1.47704872438835,3.36729582998647,0,0
